sample_time,seconds,type,track,song_row,chain_row,phrase_row,instrument,frequency,volume
1,0.000021,TICK,0,0,0,0,0,0.000,0.0000
1,0.000021,NOTE_ON,0,0,0,0,0,261.626,1.0000
1,0.000021,NOTE_ON,2,0,0,0,2,261.626,0.6299
1,0.000021,NOTE_ON,3,0,0,0,0,65.406,0.8819
1,0.000021,NOTE_OFF,4,0,0,0,0,0.000,0.0000
1,0.000021,NOTE_OFF,5,0,0,0,0,0.000,0.0000
1,0.000021,NOTE_OFF,6,0,0,0,0,0.000,0.0000
1,0.000021,NOTE_OFF,7,0,0,0,0,0.000,0.0000
969,0.020188,TICK,0,0,0,0,0,0.000,0.0000
969,0.020188,NOTE_OFF,4,0,0,0,0,0.000,0.0000
969,0.020188,NOTE_OFF,5,0,0,0,0,0.000,0.0000
969,0.020188,NOTE_OFF,6,0,0,0,0,0.000,0.0000
969,0.020188,NOTE_OFF,7,0,0,0,0,0.000,0.0000
1937,0.040354,TICK,0,0,0,0,0,0.000,0.0000
1937,0.040354,NOTE_OFF,2,0,0,0,0,0.000,0.0000
1937,0.040354,NOTE_OFF,4,0,0,0,0,0.000,0.0000
1937,0.040354,NOTE_OFF,5,0,0,0,0,0.000,0.0000
1937,0.040354,NOTE_OFF,6,0,0,0,0,0.000,0.0000
1937,0.040354,NOTE_OFF,7,0,0,0,0,0.000,0.0000
2905,0.060521,TICK,0,0,0,0,0,0.000,0.0000
2905,0.060521,NOTE_OFF,4,0,0,0,0,0.000,0.0000
2905,0.060521,NOTE_OFF,5,0,0,0,0,0.000,0.0000
2905,0.060521,NOTE_OFF,6,0,0,0,0,0.000,0.0000
2905,0.060521,NOTE_OFF,7,0,0,0,0,0.000,0.0000
3872,0.080667,TICK,0,0,0,0,0,0.000,0.0000
3872,0.080667,NOTE_OFF,4,0,0,0,0,0.000,0.0000
3872,0.080667,NOTE_OFF,5,0,0,0,0,0.000,0.0000
3872,0.080667,NOTE_OFF,6,0,0,0,0,0.000,0.0000
3872,0.080667,NOTE_OFF,7,0,0,0,0,0.000,0.0000
4840,0.100833,TICK,0,0,0,0,0,0.000,0.0000
4840,0.100833,NOTE_OFF,4,0,0,0,0,0.000,0.0000
4840,0.100833,NOTE_OFF,5,0,0,0,0,0.000,0.0000
4840,0.100833,NOTE_OFF,6,0,0,0,0,0.000,0.0000
4840,0.100833,NOTE_OFF,7,0,0,0,0,0.000,0.0000
5808,0.121000,TICK,0,0,0,0,0,0.000,0.0000
5808,0.121000,NOTE_OFF,4,0,0,0,0,0.000,0.0000
5808,0.121000,NOTE_OFF,5,0,0,0,0,0.000,0.0000
5808,0.121000,NOTE_OFF,6,0,0,0,0,0.000,0.0000
5808,0.121000,NOTE_OFF,7,0,0,0,0,0.000,0.0000
6776,0.141167,TICK,0,0,0,0,0,0.000,0.0000
6776,0.141167,NOTE_OFF,4,0,0,0,0,0.000,0.0000
6776,0.141167,NOTE_OFF,5,0,0,0,0,0.000,0.0000
6776,0.141167,NOTE_OFF,6,0,0,0,0,0.000,0.0000
6776,0.141167,NOTE_OFF,7,0,0,0,0,0.000,0.0000
7743,0.161312,TICK,0,0,0,0,0,0.000,0.0000
7743,0.161312,NOTE_OFF,4,0,0,0,0,0.000,0.0000
7743,0.161312,NOTE_OFF,5,0,0,0,0,0.000,0.0000
7743,0.161312,NOTE_OFF,6,0,0,0,0,0.000,0.0000
7743,0.161312,NOTE_OFF,7,0,0,0,0,0.000,0.0000
8711,0.181479,TICK,0,0,0,0,0,0.000,0.0000
8711,0.181479,NOTE_OFF,4,0,0,0,0,0.000,0.0000
8711,0.181479,NOTE_OFF,5,0,0,0,0,0.000,0.0000
8711,0.181479,NOTE_OFF,6,0,0,0,0,0.000,0.0000
8711,0.181479,NOTE_OFF,7,0,0,0,0,0.000,0.0000
9679,0.201646,TICK,0,0,0,0,0,0.000,0.0000
9679,0.201646,NOTE_OFF,4,0,0,0,0,0.000,0.0000
9679,0.201646,NOTE_OFF,5,0,0,0,0,0.000,0.0000
9679,0.201646,NOTE_OFF,6,0,0,0,0,0.000,0.0000
9679,0.201646,NOTE_OFF,7,0,0,0,0,0.000,0.0000
10647,0.221812,TICK,0,0,0,0,0,0.000,0.0000
10647,0.221812,NOTE_OFF,4,0,0,0,0,0.000,0.0000
10647,0.221812,NOTE_OFF,5,0,0,0,0,0.000,0.0000
10647,0.221812,NOTE_OFF,6,0,0,0,0,0.000,0.0000
10647,0.221812,NOTE_OFF,7,0,0,0,0,0.000,0.0000
11614,0.241958,TICK,0,0,0,0,0,0.000,0.0000
11614,0.241958,NOTE_ON,2,0,0,2,2,261.626,0.3780
11614,0.241958,NOTE_OFF,4,0,0,0,0,0.000,0.0000
11614,0.241958,NOTE_OFF,5,0,0,0,0,0.000,0.0000
11614,0.241958,NOTE_OFF,6,0,0,0,0,0.000,0.0000
11614,0.241958,NOTE_OFF,7,0,0,0,0,0.000,0.0000
12582,0.262125,TICK,0,0,0,0,0,0.000,0.0000
12582,0.262125,NOTE_OFF,4,0,0,0,0,0.000,0.0000
12582,0.262125,NOTE_OFF,5,0,0,0,0,0.000,0.0000
12582,0.262125,NOTE_OFF,6,0,0,0,0,0.000,0.0000
12582,0.262125,NOTE_OFF,7,0,0,0,0,0.000,0.0000
13550,0.282292,TICK,0,0,0,0,0,0.000,0.0000
13550,0.282292,NOTE_OFF,2,0,0,2,0,0.000,0.0000
13550,0.282292,NOTE_OFF,4,0,0,0,0,0.000,0.0000
13550,0.282292,NOTE_OFF,5,0,0,0,0,0.000,0.0000
13550,0.282292,NOTE_OFF,6,0,0,0,0,0.000,0.0000
13550,0.282292,NOTE_OFF,7,0,0,0,0,0.000,0.0000
14518,0.302458,TICK,0,0,0,0,0,0.000,0.0000
14518,0.302458,NOTE_OFF,4,0,0,0,0,0.000,0.0000
14518,0.302458,NOTE_OFF,5,0,0,0,0,0.000,0.0000
14518,0.302458,NOTE_OFF,6,0,0,0,0,0.000,0.0000
14518,0.302458,NOTE_OFF,7,0,0,0,0,0.000,0.0000
15485,0.322604,TICK,0,0,0,0,0,0.000,0.0000
15485,0.322604,NOTE_OFF,4,0,0,0,0,0.000,0.0000
15485,0.322604,NOTE_OFF,5,0,0,0,0,0.000,0.0000
15485,0.322604,NOTE_OFF,6,0,0,0,0,0.000,0.0000
15485,0.322604,NOTE_OFF,7,0,0,0,0,0.000,0.0000
16453,0.342771,TICK,0,0,0,0,0,0.000,0.0000
16453,0.342771,NOTE_OFF,4,0,0,0,0,0.000,0.0000
16453,0.342771,NOTE_OFF,5,0,0,0,0,0.000,0.0000
16453,0.342771,NOTE_OFF,6,0,0,0,0,0.000,0.0000
16453,0.342771,NOTE_OFF,7,0,0,0,0,0.000,0.0000
17421,0.362938,TICK,0,0,0,0,0,0.000,0.0000
17421,0.362938,NOTE_OFF,4,0,0,0,0,0.000,0.0000
17421,0.362938,NOTE_OFF,5,0,0,0,0,0.000,0.0000
17421,0.362938,NOTE_OFF,6,0,0,0,0,0.000,0.0000
17421,0.362938,NOTE_OFF,7,0,0,0,0,0.000,0.0000
18389,0.383104,TICK,0,0,0,0,0,0.000,0.0000
18389,0.383104,NOTE_ON,3,0,0,3,0,65.406,0.6299
18389,0.383104,NOTE_OFF,4,0,0,0,0,0.000,0.0000
18389,0.383104,NOTE_OFF,5,0,0,0,0,0.000,0.0000
18389,0.383104,NOTE_OFF,6,0,0,0,0,0.000,0.0000
18389,0.383104,NOTE_OFF,7,0,0,0,0,0.000,0.0000
19356,0.403250,TICK,0,0,0,0,0,0.000,0.0000
19356,0.403250,NOTE_OFF,4,0,0,0,0,0.000,0.0000
19356,0.403250,NOTE_OFF,5,0,0,0,0,0.000,0.0000
19356,0.403250,NOTE_OFF,6,0,0,0,0,0.000,0.0000
19356,0.403250,NOTE_OFF,7,0,0,0,0,0.000,0.0000
20324,0.423417,TICK,0,0,0,0,0,0.000,0.0000
20324,0.423417,NOTE_OFF,4,0,0,0,0,0.000,0.0000
20324,0.423417,NOTE_OFF,5,0,0,0,0,0.000,0.0000
20324,0.423417,NOTE_OFF,6,0,0,0,0,0.000,0.0000
20324,0.423417,NOTE_OFF,7,0,0,0,0,0.000,0.0000
21292,0.443583,TICK,0,0,0,0,0,0.000,0.0000
21292,0.443583,NOTE_OFF,4,0,0,0,0,0.000,0.0000
21292,0.443583,NOTE_OFF,5,0,0,0,0,0.000,0.0000
21292,0.443583,NOTE_OFF,6,0,0,0,0,0.000,0.0000
21292,0.443583,NOTE_OFF,7,0,0,0,0,0.000,0.0000
22260,0.463750,TICK,0,0,0,0,0,0.000,0.0000
22260,0.463750,NOTE_OFF,4,0,0,0,0,0.000,0.0000
22260,0.463750,NOTE_OFF,5,0,0,0,0,0.000,0.0000
22260,0.463750,NOTE_OFF,6,0,0,0,0,0.000,0.0000
22260,0.463750,NOTE_OFF,7,0,0,0,0,0.000,0.0000
23227,0.483896,TICK,0,0,0,0,0,0.000,0.0000
23227,0.483896,NOTE_ON,0,0,0,4,0,261.626,0.8976
23227,0.483896,NOTE_ON,1,0,0,4,1,261.626,0.9449
23227,0.483896,NOTE_ON,2,0,0,4,2,261.626,0.6299
23227,0.483896,NOTE_OFF,4,0,0,0,0,0.000,0.0000
23227,0.483896,NOTE_OFF,5,0,0,0,0,0.000,0.0000
23227,0.483896,NOTE_OFF,6,0,0,0,0,0.000,0.0000
23227,0.483896,NOTE_OFF,7,0,0,0,0,0.000,0.0000
24195,0.504062,TICK,0,0,0,0,0,0.000,0.0000
24195,0.504062,NOTE_OFF,4,0,0,0,0,0.000,0.0000
24195,0.504062,NOTE_OFF,5,0,0,0,0,0.000,0.0000
24195,0.504062,NOTE_OFF,6,0,0,0,0,0.000,0.0000
24195,0.504062,NOTE_OFF,7,0,0,0,0,0.000,0.0000
25163,0.524229,TICK,0,0,0,0,0,0.000,0.0000
25163,0.524229,NOTE_OFF,2,0,0,4,0,0.000,0.0000
25163,0.524229,NOTE_OFF,4,0,0,0,0,0.000,0.0000
25163,0.524229,NOTE_OFF,5,0,0,0,0,0.000,0.0000
25163,0.524229,NOTE_OFF,6,0,0,0,0,0.000,0.0000
25163,0.524229,NOTE_OFF,7,0,0,0,0,0.000,0.0000
26131,0.544396,TICK,0,0,0,0,0,0.000,0.0000
26131,0.544396,NOTE_OFF,4,0,0,0,0,0.000,0.0000
26131,0.544396,NOTE_OFF,5,0,0,0,0,0.000,0.0000
26131,0.544396,NOTE_OFF,6,0,0,0,0,0.000,0.0000
26131,0.544396,NOTE_OFF,7,0,0,0,0,0.000,0.0000
27098,0.564542,TICK,0,0,0,0,0,0.000,0.0000
27098,0.564542,NOTE_OFF,4,0,0,0,0,0.000,0.0000
27098,0.564542,NOTE_OFF,5,0,0,0,0,0.000,0.0000
27098,0.564542,NOTE_OFF,6,0,0,0,0,0.000,0.0000
27098,0.564542,NOTE_OFF,7,0,0,0,0,0.000,0.0000
28066,0.584708,TICK,0,0,0,0,0,0.000,0.0000
28066,0.584708,NOTE_OFF,4,0,0,0,0,0.000,0.0000
28066,0.584708,NOTE_OFF,5,0,0,0,0,0.000,0.0000
28066,0.584708,NOTE_OFF,6,0,0,0,0,0.000,0.0000
28066,0.584708,NOTE_OFF,7,0,0,0,0,0.000,0.0000
29034,0.604875,TICK,0,0,0,0,0,0.000,0.0000
29034,0.604875,NOTE_OFF,4,0,0,0,0,0.000,0.0000
29034,0.604875,NOTE_OFF,5,0,0,0,0,0.000,0.0000
29034,0.604875,NOTE_OFF,6,0,0,0,0,0.000,0.0000
29034,0.604875,NOTE_OFF,7,0,0,0,0,0.000,0.0000
30002,0.625042,TICK,0,0,0,0,0,0.000,0.0000
30002,0.625042,NOTE_OFF,4,0,0,0,0,0.000,0.0000
30002,0.625042,NOTE_OFF,5,0,0,0,0,0.000,0.0000
30002,0.625042,NOTE_OFF,6,0,0,0,0,0.000,0.0000
30002,0.625042,NOTE_OFF,7,0,0,0,0,0.000,0.0000
30969,0.645188,TICK,0,0,0,0,0,0.000,0.0000
30969,0.645188,NOTE_OFF,4,0,0,0,0,0.000,0.0000
30969,0.645188,NOTE_OFF,5,0,0,0,0,0.000,0.0000
30969,0.645188,NOTE_OFF,6,0,0,0,0,0.000,0.0000
30969,0.645188,NOTE_OFF,7,0,0,0,0,0.000,0.0000
31937,0.665354,TICK,0,0,0,0,0,0.000,0.0000
31937,0.665354,NOTE_OFF,4,0,0,0,0,0.000,0.0000
31937,0.665354,NOTE_OFF,5,0,0,0,0,0.000,0.0000
31937,0.665354,NOTE_OFF,6,0,0,0,0,0.000,0.0000
31937,0.665354,NOTE_OFF,7,0,0,0,0,0.000,0.0000
32905,0.685521,TICK,0,0,0,0,0,0.000,0.0000
32905,0.685521,NOTE_OFF,4,0,0,0,0,0.000,0.0000
32905,0.685521,NOTE_OFF,5,0,0,0,0,0.000,0.0000
32905,0.685521,NOTE_OFF,6,0,0,0,0,0.000,0.0000
32905,0.685521,NOTE_OFF,7,0,0,0,0,0.000,0.0000
33872,0.705667,TICK,0,0,0,0,0,0.000,0.0000
33872,0.705667,NOTE_OFF,4,0,0,0,0,0.000,0.0000
33872,0.705667,NOTE_OFF,5,0,0,0,0,0.000,0.0000
33872,0.705667,NOTE_OFF,6,0,0,0,0,0.000,0.0000
33872,0.705667,NOTE_OFF,7,0,0,0,0,0.000,0.0000
34840,0.725833,TICK,0,0,0,0,0,0.000,0.0000
34840,0.725833,NOTE_ON,2,0,0,6,2,261.626,0.3780
34840,0.725833,NOTE_ON,3,0,0,6,0,130.813,0.7559
34840,0.725833,NOTE_OFF,4,0,0,0,0,0.000,0.0000
34840,0.725833,NOTE_OFF,5,0,0,0,0,0.000,0.0000
34840,0.725833,NOTE_OFF,6,0,0,0,0,0.000,0.0000
34840,0.725833,NOTE_OFF,7,0,0,0,0,0.000,0.0000
35808,0.746000,TICK,0,0,0,0,0,0.000,0.0000
35808,0.746000,NOTE_OFF,4,0,0,0,0,0.000,0.0000
35808,0.746000,NOTE_OFF,5,0,0,0,0,0.000,0.0000
35808,0.746000,NOTE_OFF,6,0,0,0,0,0.000,0.0000
35808,0.746000,NOTE_OFF,7,0,0,0,0,0.000,0.0000
36776,0.766167,TICK,0,0,0,0,0,0.000,0.0000
36776,0.766167,NOTE_OFF,2,0,0,6,0,0.000,0.0000
36776,0.766167,NOTE_OFF,4,0,0,0,0,0.000,0.0000
36776,0.766167,NOTE_OFF,5,0,0,0,0,0.000,0.0000
36776,0.766167,NOTE_OFF,6,0,0,0,0,0.000,0.0000
36776,0.766167,NOTE_OFF,7,0,0,0,0,0.000,0.0000
37743,0.786312,TICK,0,0,0,0,0,0.000,0.0000
37743,0.786312,NOTE_OFF,4,0,0,0,0,0.000,0.0000
37743,0.786312,NOTE_OFF,5,0,0,0,0,0.000,0.0000
37743,0.786312,NOTE_OFF,6,0,0,0,0,0.000,0.0000
37743,0.786312,NOTE_OFF,7,0,0,0,0,0.000,0.0000
38711,0.806479,TICK,0,0,0,0,0,0.000,0.0000
38711,0.806479,NOTE_OFF,4,0,0,0,0,0.000,0.0000
38711,0.806479,NOTE_OFF,5,0,0,0,0,0.000,0.0000
38711,0.806479,NOTE_OFF,6,0,0,0,0,0.000,0.0000
38711,0.806479,NOTE_OFF,7,0,0,0,0,0.000,0.0000
39679,0.826646,TICK,0,0,0,0,0,0.000,0.0000
39679,0.826646,NOTE_OFF,4,0,0,0,0,0.000,0.0000
39679,0.826646,NOTE_OFF,5,0,0,0,0,0.000,0.0000
39679,0.826646,NOTE_OFF,6,0,0,0,0,0.000,0.0000
39679,0.826646,NOTE_OFF,7,0,0,0,0,0.000,0.0000
40647,0.846812,TICK,0,0,0,0,0,0.000,0.0000
40647,0.846812,NOTE_OFF,4,0,0,0,0,0.000,0.0000
40647,0.846812,NOTE_OFF,5,0,0,0,0,0.000,0.0000
40647,0.846812,NOTE_OFF,6,0,0,0,0,0.000,0.0000
40647,0.846812,NOTE_OFF,7,0,0,0,0,0.000,0.0000
41614,0.866958,TICK,0,0,0,0,0,0.000,0.0000
41614,0.866958,NOTE_ON,1,0,0,7,1,261.626,0.3150
41614,0.866958,NOTE_OFF,4,0,0,0,0,0.000,0.0000
41614,0.866958,NOTE_OFF,5,0,0,0,0,0.000,0.0000
41614,0.866958,NOTE_OFF,6,0,0,0,0,0.000,0.0000
41614,0.866958,NOTE_OFF,7,0,0,0,0,0.000,0.0000
42582,0.887125,TICK,0,0,0,0,0,0.000,0.0000
42582,0.887125,NOTE_OFF,4,0,0,0,0,0.000,0.0000
42582,0.887125,NOTE_OFF,5,0,0,0,0,0.000,0.0000
42582,0.887125,NOTE_OFF,6,0,0,0,0,0.000,0.0000
42582,0.887125,NOTE_OFF,7,0,0,0,0,0.000,0.0000
43550,0.907292,TICK,0,0,0,0,0,0.000,0.0000
43550,0.907292,NOTE_OFF,4,0,0,0,0,0.000,0.0000
43550,0.907292,NOTE_OFF,5,0,0,0,0,0.000,0.0000
43550,0.907292,NOTE_OFF,6,0,0,0,0,0.000,0.0000
43550,0.907292,NOTE_OFF,7,0,0,0,0,0.000,0.0000
44518,0.927458,TICK,0,0,0,0,0,0.000,0.0000
44518,0.927458,NOTE_OFF,4,0,0,0,0,0.000,0.0000
44518,0.927458,NOTE_OFF,5,0,0,0,0,0.000,0.0000
44518,0.927458,NOTE_OFF,6,0,0,0,0,0.000,0.0000
44518,0.927458,NOTE_OFF,7,0,0,0,0,0.000,0.0000
45485,0.947604,TICK,0,0,0,0,0,0.000,0.0000
45485,0.947604,NOTE_OFF,4,0,0,0,0,0.000,0.0000
45485,0.947604,NOTE_OFF,5,0,0,0,0,0.000,0.0000
45485,0.947604,NOTE_OFF,6,0,0,0,0,0.000,0.0000
45485,0.947604,NOTE_OFF,7,0,0,0,0,0.000,0.0000
46453,0.967771,TICK,0,0,0,0,0,0.000,0.0000
46453,0.967771,NOTE_ON,0,0,0,8,0,261.626,0.8976
46453,0.967771,NOTE_ON,2,0,0,8,2,261.626,0.6299
46453,0.967771,NOTE_ON,3,0,0,8,0,65.406,0.8189
46453,0.967771,NOTE_OFF,4,0,0,0,0,0.000,0.0000
46453,0.967771,NOTE_OFF,5,0,0,0,0,0.000,0.0000
46453,0.967771,NOTE_OFF,6,0,0,0,0,0.000,0.0000
46453,0.967771,NOTE_OFF,7,0,0,0,0,0.000,0.0000
47421,0.987938,TICK,0,0,0,0,0,0.000,0.0000
47421,0.987938,NOTE_OFF,4,0,0,0,0,0.000,0.0000
47421,0.987938,NOTE_OFF,5,0,0,0,0,0.000,0.0000
47421,0.987938,NOTE_OFF,6,0,0,0,0,0.000,0.0000
47421,0.987938,NOTE_OFF,7,0,0,0,0,0.000,0.0000
48389,1.008104,TICK,0,0,0,0,0,0.000,0.0000
48389,1.008104,NOTE_OFF,2,0,0,8,0,0.000,0.0000
48389,1.008104,NOTE_OFF,4,0,0,0,0,0.000,0.0000
48389,1.008104,NOTE_OFF,5,0,0,0,0,0.000,0.0000
48389,1.008104,NOTE_OFF,6,0,0,0,0,0.000,0.0000
48389,1.008104,NOTE_OFF,7,0,0,0,0,0.000,0.0000
49356,1.028250,TICK,0,0,0,0,0,0.000,0.0000
49356,1.028250,NOTE_OFF,4,0,0,0,0,0.000,0.0000
49356,1.028250,NOTE_OFF,5,0,0,0,0,0.000,0.0000
49356,1.028250,NOTE_OFF,6,0,0,0,0,0.000,0.0000
49356,1.028250,NOTE_OFF,7,0,0,0,0,0.000,0.0000
50324,1.048417,TICK,0,0,0,0,0,0.000,0.0000
50324,1.048417,NOTE_OFF,4,0,0,0,0,0.000,0.0000
50324,1.048417,NOTE_OFF,5,0,0,0,0,0.000,0.0000
50324,1.048417,NOTE_OFF,6,0,0,0,0,0.000,0.0000
50324,1.048417,NOTE_OFF,7,0,0,0,0,0.000,0.0000
51292,1.068583,TICK,0,0,0,0,0,0.000,0.0000
51292,1.068583,NOTE_OFF,4,0,0,0,0,0.000,0.0000
51292,1.068583,NOTE_OFF,5,0,0,0,0,0.000,0.0000
51292,1.068583,NOTE_OFF,6,0,0,0,0,0.000,0.0000
51292,1.068583,NOTE_OFF,7,0,0,0,0,0.000,0.0000
52260,1.088750,TICK,0,0,0,0,0,0.000,0.0000
52260,1.088750,NOTE_OFF,4,0,0,0,0,0.000,0.0000
52260,1.088750,NOTE_OFF,5,0,0,0,0,0.000,0.0000
52260,1.088750,NOTE_OFF,6,0,0,0,0,0.000,0.0000
52260,1.088750,NOTE_OFF,7,0,0,0,0,0.000,0.0000
53227,1.108896,TICK,0,0,0,0,0,0.000,0.0000
53227,1.108896,NOTE_OFF,4,0,0,0,0,0.000,0.0000
53227,1.108896,NOTE_OFF,5,0,0,0,0,0.000,0.0000
53227,1.108896,NOTE_OFF,6,0,0,0,0,0.000,0.0000
53227,1.108896,NOTE_OFF,7,0,0,0,0,0.000,0.0000
54195,1.129063,TICK,0,0,0,0,0,0.000,0.0000
54195,1.129063,NOTE_OFF,4,0,0,0,0,0.000,0.0000
54195,1.129063,NOTE_OFF,5,0,0,0,0,0.000,0.0000
54195,1.129063,NOTE_OFF,6,0,0,0,0,0.000,0.0000
54195,1.129063,NOTE_OFF,7,0,0,0,0,0.000,0.0000
55163,1.149229,TICK,0,0,0,0,0,0.000,0.0000
55163,1.149229,NOTE_OFF,4,0,0,0,0,0.000,0.0000
55163,1.149229,NOTE_OFF,5,0,0,0,0,0.000,0.0000
55163,1.149229,NOTE_OFF,6,0,0,0,0,0.000,0.0000
55163,1.149229,NOTE_OFF,7,0,0,0,0,0.000,0.0000
56131,1.169396,TICK,0,0,0,0,0,0.000,0.0000
56131,1.169396,NOTE_OFF,4,0,0,0,0,0.000,0.0000
56131,1.169396,NOTE_OFF,5,0,0,0,0,0.000,0.0000
56131,1.169396,NOTE_OFF,6,0,0,0,0,0.000,0.0000
56131,1.169396,NOTE_OFF,7,0,0,0,0,0.000,0.0000
57098,1.189542,TICK,0,0,0,0,0,0.000,0.0000
57098,1.189542,NOTE_OFF,4,0,0,0,0,0.000,0.0000
57098,1.189542,NOTE_OFF,5,0,0,0,0,0.000,0.0000
57098,1.189542,NOTE_OFF,6,0,0,0,0,0.000,0.0000
57098,1.189542,NOTE_OFF,7,0,0,0,0,0.000,0.0000
58066,1.209708,TICK,0,0,0,0,0,0.000,0.0000
58066,1.209708,NOTE_ON,2,0,0,10,2,261.626,0.3780
58066,1.209708,NOTE_OFF,4,0,0,0,0,0.000,0.0000
58066,1.209708,NOTE_OFF,5,0,0,0,0,0.000,0.0000
58066,1.209708,NOTE_OFF,6,0,0,0,0,0.000,0.0000
58066,1.209708,NOTE_OFF,7,0,0,0,0,0.000,0.0000
59034,1.229875,TICK,0,0,0,0,0,0.000,0.0000
59034,1.229875,NOTE_OFF,4,0,0,0,0,0.000,0.0000
59034,1.229875,NOTE_OFF,5,0,0,0,0,0.000,0.0000
59034,1.229875,NOTE_OFF,6,0,0,0,0,0.000,0.0000
59034,1.229875,NOTE_OFF,7,0,0,0,0,0.000,0.0000
60002,1.250042,TICK,0,0,0,0,0,0.000,0.0000
60002,1.250042,NOTE_OFF,2,0,0,10,0,0.000,0.0000
60002,1.250042,NOTE_OFF,4,0,0,0,0,0.000,0.0000
60002,1.250042,NOTE_OFF,5,0,0,0,0,0.000,0.0000
60002,1.250042,NOTE_OFF,6,0,0,0,0,0.000,0.0000
60002,1.250042,NOTE_OFF,7,0,0,0,0,0.000,0.0000
60969,1.270188,TICK,0,0,0,0,0,0.000,0.0000
60969,1.270188,NOTE_OFF,4,0,0,0,0,0.000,0.0000
60969,1.270188,NOTE_OFF,5,0,0,0,0,0.000,0.0000
60969,1.270188,NOTE_OFF,6,0,0,0,0,0.000,0.0000
60969,1.270188,NOTE_OFF,7,0,0,0,0,0.000,0.0000
61937,1.290354,TICK,0,0,0,0,0,0.000,0.0000
61937,1.290354,NOTE_OFF,4,0,0,0,0,0.000,0.0000
61937,1.290354,NOTE_OFF,5,0,0,0,0,0.000,0.0000
61937,1.290354,NOTE_OFF,6,0,0,0,0,0.000,0.0000
61937,1.290354,NOTE_OFF,7,0,0,0,0,0.000,0.0000
62905,1.310521,TICK,0,0,0,0,0,0.000,0.0000
62905,1.310521,NOTE_OFF,4,0,0,0,0,0.000,0.0000
62905,1.310521,NOTE_OFF,5,0,0,0,0,0.000,0.0000
62905,1.310521,NOTE_OFF,6,0,0,0,0,0.000,0.0000
62905,1.310521,NOTE_OFF,7,0,0,0,0,0.000,0.0000
63872,1.330667,TICK,0,0,0,0,0,0.000,0.0000
63872,1.330667,NOTE_OFF,4,0,0,0,0,0.000,0.0000
63872,1.330667,NOTE_OFF,5,0,0,0,0,0.000,0.0000
63872,1.330667,NOTE_OFF,6,0,0,0,0,0.000,0.0000
63872,1.330667,NOTE_OFF,7,0,0,0,0,0.000,0.0000
64840,1.350833,TICK,0,0,0,0,0,0.000,0.0000
64840,1.350833,NOTE_ON,3,0,0,11,0,77.782,0.6929
64840,1.350833,NOTE_OFF,4,0,0,0,0,0.000,0.0000
64840,1.350833,NOTE_OFF,5,0,0,0,0,0.000,0.0000
64840,1.350833,NOTE_OFF,6,0,0,0,0,0.000,0.0000
64840,1.350833,NOTE_OFF,7,0,0,0,0,0.000,0.0000
65808,1.371000,TICK,0,0,0,0,0,0.000,0.0000
65808,1.371000,NOTE_OFF,4,0,0,0,0,0.000,0.0000
65808,1.371000,NOTE_OFF,5,0,0,0,0,0.000,0.0000
65808,1.371000,NOTE_OFF,6,0,0,0,0,0.000,0.0000
65808,1.371000,NOTE_OFF,7,0,0,0,0,0.000,0.0000
66776,1.391167,TICK,0,0,0,0,0,0.000,0.0000
66776,1.391167,NOTE_OFF,4,0,0,0,0,0.000,0.0000
66776,1.391167,NOTE_OFF,5,0,0,0,0,0.000,0.0000
66776,1.391167,NOTE_OFF,6,0,0,0,0,0.000,0.0000
66776,1.391167,NOTE_OFF,7,0,0,0,0,0.000,0.0000
67743,1.411312,TICK,0,0,0,0,0,0.000,0.0000
67743,1.411312,NOTE_OFF,4,0,0,0,0,0.000,0.0000
67743,1.411312,NOTE_OFF,5,0,0,0,0,0.000,0.0000
67743,1.411312,NOTE_OFF,6,0,0,0,0,0.000,0.0000
67743,1.411312,NOTE_OFF,7,0,0,0,0,0.000,0.0000
68711,1.431479,TICK,0,0,0,0,0,0.000,0.0000
68711,1.431479,NOTE_OFF,4,0,0,0,0,0.000,0.0000
68711,1.431479,NOTE_OFF,5,0,0,0,0,0.000,0.0000
68711,1.431479,NOTE_OFF,6,0,0,0,0,0.000,0.0000
68711,1.431479,NOTE_OFF,7,0,0,0,0,0.000,0.0000
69679,1.451646,TICK,0,0,0,0,0,0.000,0.0000
69679,1.451646,NOTE_ON,0,0,0,12,0,261.626,0.8976
69679,1.451646,NOTE_ON,1,0,0,12,1,261.626,0.9449
69679,1.451646,NOTE_ON,2,0,0,12,2,261.626,0.6299
69679,1.451646,NOTE_OFF,4,0,0,0,0,0.000,0.0000
69679,1.451646,NOTE_OFF,5,0,0,0,0,0.000,0.0000
69679,1.451646,NOTE_OFF,6,0,0,0,0,0.000,0.0000
69679,1.451646,NOTE_OFF,7,0,0,0,0,0.000,0.0000
70647,1.471812,TICK,0,0,0,0,0,0.000,0.0000
70647,1.471812,NOTE_OFF,4,0,0,0,0,0.000,0.0000
70647,1.471812,NOTE_OFF,5,0,0,0,0,0.000,0.0000
70647,1.471812,NOTE_OFF,6,0,0,0,0,0.000,0.0000
70647,1.471812,NOTE_OFF,7,0,0,0,0,0.000,0.0000
71614,1.491958,TICK,0,0,0,0,0,0.000,0.0000
71614,1.491958,NOTE_OFF,2,0,0,12,0,0.000,0.0000
71614,1.491958,NOTE_OFF,4,0,0,0,0,0.000,0.0000
71614,1.491958,NOTE_OFF,5,0,0,0,0,0.000,0.0000
